month,temperature,RH,wind_speed,day_night,daily_cdd,daily_hdd,burned_area
1,9.284265136718773,0.68922186,6.9510149402565045,1,0.0,0.7157348632812273,1
1,10.481195068359398,0.71655184,15.878100190128858,1,0.4811950683593977,0.0,1
1,0.0695739746093977,0.7513459,7.876296383606783,1,0.0,9.930426025390602,1
1,1.4797607421875227,0.76902145,10.005970144858908,1,0.0,8.520239257812477,1
1,6.572412109375023,0.6081337,2.239136423158263,1,0.0,3.4275878906249773,1
1,11.336938476562525,0.5527972,6.357585640386684,1,1.3369384765625243,0.0,1
1,11.336938476562525,0.5527972,6.357585640386684,1,1.3369384765625243,0.0,1
1,5.438684082031273,0.68789285,6.899674631686028,1,0.0,4.561315917968727,1
1,13.313043212890648,0.68449736,12.08237939930588,1,3.313043212890648,0.0,1
1,11.219293212890648,0.45664835,7.5324953229685825,1,1.2192932128906475,0.0,1
1,10.843469238281273,0.63307995,10.029115322134745,1,0.8434692382812727,0.0,1
2,9.507348632812525,0.83686495,6.633477679599022,1,0.0,0.4926513671874755,0
2,15.967309570312525,0.41437232,19.52593801057997,0,5.9673095703125245,0.0,0
2,15.967309570312525,0.41437232,19.52593801057997,0,5.9673095703125245,0.0,0
2,15.967309570312525,0.41437232,19.52593801057997,0,5.9673095703125245,0.0,0
2,13.523400878906273,0.48931068,22.422636675143373,0,3.5234008789062727,0.0,0
2,13.523400878906273,0.48931068,22.422636675143373,0,3.5234008789062727,0.0,0
2,13.523400878906273,0.48931068,22.422636675143373,0,3.5234008789062727,0.0,0
2,11.688684082031273,0.376392,12.47841833994613,1,1.6886840820312727,0.0,0
2,5.471826171875023,0.6575929,6.589774244788598,1,0.0,4.528173828124977,0
2,2.0148559570312727,0.6216554,10.830534867190655,1,0.0,7.985144042968727,0
2,2.0148559570312727,0.6216554,10.830534867190655,1,0.0,7.985144042968727,0
2,-3.1856445312499773,0.6698593,13.879671645761974,0,0.0,13.185644531249975,0
2,4.056970214843773,0.62523013,5.816976294783564,1,0.0,5.943029785156227,0
2,2.8880249023437727,0.7660993,5.27588190132549,1,0.0,7.111975097656227,0
2,4.837243652343773,0.5895856,6.0009442290168815,1,0.0,5.162756347656227,0
2,4.056970214843773,0.62523013,5.816976294783564,1,0.0,5.943029785156227,0
2,2.6570678710937727,0.72142154,4.899310017899314,1,0.0,7.342932128906227,0
2,3.4213500976562727,0.8065075,2.991304927806573,1,0.0,6.578649902343727,0
2,9.946923828125025,0.72659534,5.522259437998317,1,0.0,0.0530761718749754,0
3,5.038018798828148,0.5214921,5.295520439953893,1,0.0,4.961981201171852,0
3,5.635675048828148,0.5129472,3.8182884460059583,1,0.0,4.364324951171852,0
3,9.840753173828148,0.36428422,4.438950527894513,1,0.0,0.1592468261718522,0
3,15.899072265625025,0.5014903,6.932452046796985,1,5.8990722656250245,0.0,0
3,22.855767822265648,0.29067576,14.10386002448446,0,12.855767822265648,0.0,0
3,9.629663085937525,0.6314166,1.6921847795683007,1,0.0,0.3703369140624755,0
3,6.601708984375023,0.8573326,9.82646920686974,0,0.0,3.3982910156249773,0
3,7.071374511718773,0.6747061,11.348464238797584,1,0.0,2.9286254882812277,0
3,11.124627685546898,0.42644283,5.909948283951886,1,1.1246276855468975,0.0,0
3,5.880578613281273,0.31205913,8.86552892633478,1,0.0,4.119421386718727,0
3,13.956750488281273,0.4869859,3.372804248970044,1,3.9567504882812727,0.0,0
3,2.5899902343750227,0.5818455,2.541169590764279,1,0.0,7.410009765624977,0
3,8.595483398437523,0.48586822,2.995455791829292,1,0.0,1.4045166015624773,0
3,7.181420898437523,0.5483682,4.477827053880372,1,0.0,2.8185791015624773,0
3,7.872827148437523,0.53347564,2.089232679329346,1,0.0,2.1271728515624773,0
3,7.872827148437523,0.53347564,2.089232679329346,1,0.0,2.1271728515624773,0
3,10.115014648437525,0.39199615,4.597828983588884,1,0.1150146484375245,0.0,0
3,9.374780273437525,0.4358194,9.244370907803548,1,0.0,0.6252197265624755,0
3,11.976647949218773,0.4454335,2.8176759430298763,1,1.9766479492187727,0.0,0
3,14.878442382812525,0.4306191,3.1877611239708585,1,4.8784423828125245,0.0,0
3,14.878442382812525,0.4306191,3.1877611239708585,1,4.8784423828125245,0.0,0
4,12.171838378906273,0.30574217,1.625212128146266,1,2.1718383789062727,0.0,0
4,12.171838378906273,0.30574217,1.625212128146266,1,2.1718383789062727,0.0,1
4,8.249932861328148,0.32418984,9.088108095240203,1,0.0,1.7500671386718525,0
4,7.824151611328148,0.34591836,10.34848127524242,1,0.0,2.1758483886718523,0
4,13.667291259765648,0.31345853,4.719274594134533,1,3.667291259765648,0.0,0
4,14.901666259765648,0.30235013,4.331663213424685,1,4.901666259765648,0.0,0
4,13.846978759765648,0.32688627,6.642731305139996,1,3.846978759765648,0.0,1
4,14.386041259765648,0.31333646,6.935723100609542,1,4.386041259765648,0.0,0
4,7.901666259765648,0.40672025,2.116117285491114,1,0.0,2.0983337402343523,0
4,16.792138671875023,0.3801906,2.685239184625368,1,6.792138671875023,0.0,0
4,16.792138671875023,0.3801906,2.685239184625368,1,6.792138671875023,0.0,0
4,16.260888671875023,0.2844875,4.781954104044403,1,6.260888671875023,0.0,0
4,17.003076171875023,0.32818866,5.460325624176352,1,7.003076171875023,0.0,0
4,11.040551757812525,0.6193698,2.949127280495805,1,1.0405517578125243,0.0,0
4,14.122583007812525,0.48838836,4.351740408615543,1,4.1225830078125245,0.0,0
