month,temperature,RH,wind_speed,day_night,daily_cdd,daily_hdd,burned_area
9,25.552330180178938,0.4648186550050616,4.069197769587159,1,11.812885195497437,0.001489914250516218,1
4,20.916235023933588,0.5346717598272945,9.157085084004455,1,19.14671784835285,-0.0053479127104183516,1
9,23.015176373130167,0.4885002945179773,1.2987098309883458,1,7.580851545948256,0.00040269399397218096,1
9,17.387198723691025,0.2837070462134253,3.2767219989963032,1,17.34609165416854,0.003997332006740669,1
9,33.27036293243564,0.30311666365529577,1.6625083442117292,0,22.944712243656653,-0.011837382374754957,1
2,14.863032192139295,0.6214518497201511,4.6375750637830295,1,6.813023204661423,0.002304623103021267,1
6,20.36961967728904,0.41042102654988416,2.2140904693416923,1,9.048841292499246,-0.0008358337868940769,1
6,16.532260010332966,0.5010734051795134,3.7118573694112347,0,8.844065744176667,0.0002462200938301348,1
9,33.32513722951053,0.362820672657404,1.2661575392927626,1,7.6363875455915675,-0.006389111162731219,1
4,21.24407925445635,0.307614644907941,3.4446881688550715,1,9.29683082327119,0.000318335777737068,1
5,16.046717394984956,0.7956963240178949,9.159407754153044,1,3.321415980337557,0.004679189187502237,1
9,24.324528601863978,0.5829020746115939,2.8775402518483424,1,19.194109825041615,-0.0010136775215137319,1
9,27.580594702650142,0.7728488037542035,2.2939589524983144,1,9.397651867390989,0.007878680786851066,1
3,6.625793762664074,0.6679484906510254,9.413936746777727,0,-1.2185687732874873,1.4826556629099055,0
4,27.902540688749873,0.1685634836939713,2.204450818510524,1,6.4339098911594546,-0.001534584236906811,1
6,25.982074156239566,0.4611634609185438,12.14606229424399,1,16.876793361741584,-0.001759983418625437,1
10,16.704872897709862,0.5726685875430269,5.860715349983791,1,2.9588052729034917,-0.01356588375102047,1
6,19.38246988956325,0.5113276079186996,16.700208968579517,0,8.285180245677571,0.008769413028364191,1
6,22.45069410628186,0.4949679298113205,8.549801521651721,0,16.13679497419883,-0.004820386916431188,1
5,24.2468913036116,0.41863127058674465,2.323249409006571,1,14.018222153793154,-0.004570554128158305,1
11,15.266727736937973,0.3065480479646564,8.991803470082342,0,3.148427020613812,-0.009172645185956483,1
11,16.00817360873313,0.675776419584703,8.568646613420558,1,22.283419415911677,0.009473702012389416,1
6,17.532548833523666,0.44059947986171666,5.768570832001803,1,-0.9231852231944071,-0.0030898918976313542,1
8,30.090916400252617,0.21627081578835344,3.6116931600572144,1,22.200221261816118,0.006079936456526132,1
9,28.398665338181303,0.4340568656916344,3.0765028554253178,1,21.887997767724848,-0.0021040878529503706,1
5,14.168537206774165,0.5313893507390202,4.589005377119554,1,-0.09973094443463715,-0.0032441767378699362,1
7,27.716868206264163,0.38298562088563376,2.190016633858263,0,21.230533086388153,-0.0034249395044860962,1
3,11.379434404850898,0.4299728480199203,7.27843828470446,0,2.476760677379785,4.252098826627202,0
9,27.642246922605583,0.7162340732872261,1.7951151985096794,0,19.597075520891618,0.00012203062409688902,1
8,29.595758040856126,0.4839837725475454,1.3296964987606172,0,15.633344802652596,0.003064184587084555,1
6,32.22878021422549,0.49966187288036473,2.9560346612691526,1,10.85349776509125,-0.0007062329171524336,1
9,33.200045771330366,0.3026659818027768,1.1672627998477705,1,20.24538100695277,0.0035647804898463055,1
9,32.07315824972528,0.39932739557657065,4.399069361550821,1,17.298456997445673,0.005352821937934233,1
9,17.590554196888863,0.5461845469809719,4.156063741766517,1,14.678418298913066,-0.012888595787775401,1
8,26.719990930417648,0.4022571636182108,3.0183127371394614,1,16.627985544488418,0.008698697757941276,1
7,27.33908235110792,0.2391599139864397,6.39170451050837,0,21.47415940493489,-0.0031613867721542585,1
10,19.312287437256217,0.6391820447172692,2.5287711023445762,1,3.909296227145945,0.007793854057567881,1
8,26.514009835462943,0.37176249748265516,3.517066984957659,0,20.993374762261723,0.010515498114162239,1
8,35.42456553437916,0.2690078613865691,3.853426964172693,1,23.97454045780033,-0.003402210689993858,1
3,30.933400119570145,0.4723885459066098,3.2917182776989606,1,19.19608162214031,-0.001978852282568289,1
10,15.567042923664607,0.48673380247467635,2.1687750881054173,1,10.596319163683866,-0.009865729149358253,1
8,23.568737131310495,0.6251029787560517,2.0831837423136035,1,23.519256125740082,0.010640807030600769,1
12,-3.563525256933218,0.5350355551761476,6.757965197903283,1,-1.066921041115074,5.635609036872018,1
9,15.448619293242025,0.6618389255802162,11.611726339635913,0,12.37733406116676,0.0014678446437813102,1
7,32.56946483177179,0.30958981787939294,1.7517720848623999,0,22.229286493396444,-0.010017445064119774,1
6,27.941068068246455,0.44628134167212113,5.287442075698982,0,21.880166311059895,0.014621104073862369,1
9,28.636040559930944,0.3177646467858243,1.2506640556300281,1,19.177628074148977,-0.008611297187939538,1
5,20.796842533881257,0.46893505758740256,4.457847367650687,0,13.22223825517728,-0.0002669303894374496,1
6,27.796667035407353,0.2856583405041217,10.379801062362171,0,19.058461614132362,0.0006155953552599056,1
9,23.55334517162619,0.44693245472546594,1.055196349047772,1,16.23953764245359,0.004297548296789011,1
6,19.776182122955177,0.38576866305495644,1.9159509285618683,1,6.126295814403279,0.0065301845230398715,1
5,17.23320881049973,0.5634429865932358,6.41280923876335,0,12.629191108020104,-0.0019391430500078145,1
5,24.124074798016235,0.5061282594538189,3.1183019449628087,0,12.059118895596441,-0.008859570365012134,1
6,27.654224374892138,0.45009032243361197,13.81898135161255,0,11.140712754193844,0.0009975831788651334,1
8,24.177833704104003,0.6693519581131216,1.5549655556894708,1,14.362978170019726,-0.006363068476688605,1
9,27.48108074399719,0.35522133085058005,3.8097703438815174,0,16.7882092212298,-0.004780628920833184,1
1,15.768800188975952,0.667125059624185,7.607148614671861,0,1.8101718282359618,-0.0014419459511118046,0
10,22.548595430071906,0.5134247669466127,3.0891767175159512,1,12.774709196126423,0.00778901241184172,1
5,28.17169275435652,0.8348272267538457,6.200436711029793,0,6.522912987936215,0.00774187185356205,1
8,22.99912026264301,0.6838424344244756,2.386076013843931,1,14.25885272548572,-0.0006104703210779383,1
9,24.76522072001013,0.33311149949822316,5.6892081811957915,1,14.256348399243585,0.0017037405730782986,1
6,35.6217575526534,0.6306242578979747,2.291182966058646,1,14.320154744071418,0.0034860519612563354,1
9,22.32105713651501,0.5534544199826735,1.655582335307802,1,11.078297104142521,-0.007869475173028656,1
8,16.33388340716495,0.29606745829205117,1.799222863014626,0,5.8534806373419155,0.005458974637630017,1
9,28.461001615678093,0.33801128260188984,7.534593689382702,1,13.999461603098974,-0.0016253885690403955,1
9,30.63742555841898,0.3220201761429047,1.3943520343437674,1,21.696562584153646,-0.004722369180996123,1
5,17.673874460389555,0.39249941523500037,3.1042600544667045,0,8.509675072219737,-0.007968754299434496,1
12,17.795896026919326,0.5027007181242439,3.0548227786883646,1,5.167582369170588,0.006099853537854443,1
